Rk,Player,Age,Tm,Lg,Season
452,Shawn Marion\mariosh01,24,PHO,NBA,2002-03
453,Jamal Mashburn\mashbja01,30,NOH,NBA,2002-03
454,Tracy McGrady\mcgratr01,23,ORL,NBA,2002-03
455,Brad Miller\millebr01,26,IND,NBA,2002-03
456,Yao Ming\mingya01,22,HOU,NBA,2002-03
457,Steve Nash\nashst01,28,DAL,NBA,2002-03
458,Dirk Nowitzki\nowitdi01,24,DAL,NBA,2002-03
459,Jermaine O'Neal\onealje01,24,IND,NBA,2002-03
460,Shaquille O'Neal\onealsh01,30,LAL,NBA,2002-03
461,Gary Payton\paytoga01,34,TOT,NBA,2002-03
462,Paul Pierce\piercpa01,25,BOS,NBA,2002-03
463,Peja Stojaković\stojape01,25,SAC,NBA,2002-03
464,Antoine Walker\walkean02,26,BOS,NBA,2002-03
465,Ben Wallace\wallabe01,28,DET,NBA,2002-03
466,Chris Webber\webbech01,29,SAC,NBA,2002-03
467,Shareef Abdur-Rahim\abdursh01,25,ATL,NBA,2001-02
468,Ray Allen\allenra02,26,MIL,NBA,2001-02
469,Elton Brand\brandel01,22,LAC,NBA,2001-02
470,Kobe Bryant\bryanko01,23,LAL,NBA,2001-02
471,Vince Carter\cartevi01,25,TOR,NBA,2001-02
472,Baron Davis\davisba01,22,CHH,NBA,2001-02
473,Tim Duncan\duncati01,25,SAS,NBA,2001-02
474,Steve Francis\francst01,24,HOU,NBA,2001-02
475,Kevin Garnett\garneke01,25,MIN,NBA,2001-02
476,Allen Iverson\iversal01,26,PHI,NBA,2001-02
477,Michael Jordan\jordami01,38,WAS,NBA,2001-02
478,Jason Kidd\kiddja01,28,NJN,NBA,2001-02
479,Karl Malone\malonka01,38,UTA,NBA,2001-02
480,Tracy McGrady\mcgratr01,22,ORL,NBA,2001-02
481,Alonzo Mourning\mournal01,31,MIA,NBA,2001-02
482,Dikembe Mutombo\mutomdi01,35,PHI,NBA,2001-02
483,Steve Nash\nashst01,27,DAL,NBA,2001-02
484,Dirk Nowitzki\nowitdi01,23,DAL,NBA,2001-02
485,Jermaine O'Neal\onealje01,23,IND,NBA,2001-02
486,Shaquille O'Neal\onealsh01,29,LAL,NBA,2001-02
487,Gary Payton\paytoga01,33,SEA,NBA,2001-02
488,Paul Pierce\piercpa01,24,BOS,NBA,2001-02
489,Peja Stojaković\stojape01,24,SAC,NBA,2001-02
490,Wally Szczerbiak\szczewa02,24,MIN,NBA,2001-02
491,Antoine Walker\walkean02,25,BOS,NBA,2001-02
492,Chris Webber\webbech01,28,SAC,NBA,2001-02
493,Ray Allen\allenra02,25,MIL,NBA,2000-01
494,Kobe Bryant\bryanko01,22,LAL,NBA,2000-01
495,Vince Carter\cartevi01,24,TOR,NBA,2000-01
496,Antonio Davis\davisan01,32,TOR,NBA,2000-01
497,Vlade Divac\divacvl01,32,SAC,NBA,2000-01
498,Tim Duncan\duncati01,24,SAS,NBA,2000-01
499,Michael Finley\finlemi01,27,DAL,NBA,2000-01
500,Kevin Garnett\garneke01,24,MIN,NBA,2000-01
501,Grant Hill\hillgr01,28,ORL,NBA,2000-01
502,Allan Houston\houstal01,29,NYK,NBA,2000-01
503,Allen Iverson\iversal01,25,PHI,NBA,2000-01
504,Jason Kidd\kiddja01,27,PHO,NBA,2000-01
505,Karl Malone\malonka01,37,UTA,NBA,2000-01
506,Stephon Marbury\marbust01,23,NJN,NBA,2000-01
507,Anthony Mason\masonan01,34,MIA,NBA,2000-01
508,Antonio McDyess\mcdyean01,26,DEN,NBA,2000-01
509,Tracy McGrady\mcgratr01,21,ORL,NBA,2000-01
510,Alonzo Mourning\mournal01,30,MIA,NBA,2000-01
511,Dikembe Mutombo\mutomdi01,34,TOT,NBA,2000-01
512,Shaquille O'Neal\onealsh01,28,LAL,NBA,2000-01
513,Gary Payton\paytoga01,32,SEA,NBA,2000-01
514,Theo Ratliff\ratlith01,27,PHI,NBA,2000-01
515,David Robinson\robinda01,35,SAS,NBA,2000-01
516,Glenn Robinson\robingl01,28,MIL,NBA,2000-01
517,Latrell Sprewell\sprewla01,30,NYK,NBA,2000-01
518,Jerry Stackhouse\stackje01,26,DET,NBA,2000-01
519,Rasheed Wallace\wallara01,26,POR,NBA,2000-01
520,Chris Webber\webbech01,27,SAC,NBA,2000-01
521,Ray Allen\allenra02,24,MIL,NBA,1999-00
522,Kobe Bryant\bryanko01,21,LAL,NBA,1999-00
523,Vince Carter\cartevi01,23,TOR,NBA,1999-00
524,Dale Davis\davisda01,30,IND,NBA,1999-00
525,Tim Duncan\duncati01,23,SAS,NBA,1999-00
526,Michael Finley\finlemi01,26,DAL,NBA,1999-00
527,Kevin Garnett\garneke01,23,MIN,NBA,1999-00
528,Grant Hill\hillgr01,27,DET,NBA,1999-00
529,Allan Houston\houstal01,28,NYK,NBA,1999-00
530,Allen Iverson\iversal01,24,PHI,NBA,1999-00
531,Eddie Jones\jonesed02,28,CHH,NBA,1999-00
532,Jason Kidd\kiddja01,26,PHO,NBA,1999-00
533,Karl Malone\malonka01,36,UTA,NBA,1999-00
534,Reggie Miller\millere01,34,IND,NBA,1999-00
535,Alonzo Mourning\mournal01,29,MIA,NBA,1999-00
536,Dikembe Mutombo\mutomdi01,33,ATL,NBA,1999-00
537,Shaquille O'Neal\onealsh01,27,LAL,NBA,1999-00
538,Gary Payton\paytoga01,31,SEA,NBA,1999-00
539,David Robinson\robinda01,34,SAS,NBA,1999-00
540,Glenn Robinson\robingl01,27,MIL,NBA,1999-00
541,Jerry Stackhouse\stackje01,25,DET,NBA,1999-00
542,John Stockton\stockjo01,37,UTA,NBA,1999-00
543,Rasheed Wallace\wallara01,25,POR,NBA,1999-00
544,Chris Webber\webbech01,26,SAC,NBA,1999-00
545,Vin Baker\bakervi01,26,SEA,NBA,1997-98
546,Kobe Bryant\bryanko01,19,LAL,NBA,1997-98
547,Tim Duncan\duncati01,21,SAS,NBA,1997-98
548,Kevin Garnett\garneke01,21,MIN,NBA,1997-98
549,Anfernee Hardaway\hardaan01,26,ORL,NBA,1997-98
550,Tim Hardaway\hardati01,31,MIA,NBA,1997-98
551,Grant Hill\hillgr01,25,DET,NBA,1997-98
552,Eddie Jones\jonesed02,26,LAL,NBA,1997-98
553,Michael Jordan\jordami01,34,CHI,NBA,1997-98
554,Shawn Kemp\kempsh01,28,CLE,NBA,1997-98
555,Jason Kidd\kiddja01,24,PHO,NBA,1997-98
556,Karl Malone\malonka01,34,UTA,NBA,1997-98
557,Reggie Miller\millere01,32,IND,NBA,1997-98
558,Dikembe Mutombo\mutomdi01,31,ATL,NBA,1997-98
559,Shaquille O'Neal\onealsh01,25,LAL,NBA,1997-98
560,Gary Payton\paytoga01,29,SEA,NBA,1997-98
561,Glen Rice\ricegl01,30,CHH,NBA,1997-98
562,Mitch Richmond\richmmi01,32,SAC,NBA,1997-98
563,David Robinson\robinda01,32,SAS,NBA,1997-98
564,Steve Smith\smithst01,28,ATL,NBA,1997-98
565,Rik Smits\smitsri01,31,IND,NBA,1997-98
566,Nick Van Exel\vanexni01,26,LAL,NBA,1997-98
567,Antoine Walker\walkean02,21,BOS,NBA,1997-98
568,Jayson Williams\willija01,29,NJN,NBA,1997-98
569,Vin Baker\bakervi01,25,MIL,NBA,1996-97
570,Charles Barkley\barklch01,33,HOU,NBA,1996-97
571,Terrell Brandon\brandte01,26,CLE,NBA,1996-97
572,Clyde Drexler\drexlcl01,34,HOU,NBA,1996-97
573,Joe Dumars\dumarjo01,33,DET,NBA,1996-97
574,Patrick Ewing\ewingpa01,34,NYK,NBA,1996-97
575,Kevin Garnett\garneke01,20,MIN,NBA,1996-97
576,Chris Gatling\gatlich01,29,TOT,NBA,1996-97
577,Tom Gugliotta\guglito01,27,MIN,NBA,1996-97
578,Anfernee Hardaway\hardaan01,25,ORL,NBA,1996-97
579,Tim Hardaway\hardati01,30,MIA,NBA,1996-97
580,Grant Hill\hillgr01,24,DET,NBA,1996-97
581,Eddie Jones\jonesed02,25,LAL,NBA,1996-97
582,Michael Jordan\jordami01,33,CHI,NBA,1996-97
583,Shawn Kemp\kempsh01,27,SEA,NBA,1996-97
584,Christian Laettner\laettch01,27,ATL,NBA,1996-97
585,Karl Malone\malonka01,33,UTA,NBA,1996-97
586,Alonzo Mourning\mournal01,26,MIA,NBA,1996-97
587,Dikembe Mutombo\mutomdi01,30,ATL,NBA,1996-97
588,Shaquille O'Neal\onealsh01,24,LAL,NBA,1996-97
589,Hakeem Olajuwon\olajuha01,34,HOU,NBA,1996-97
590,Gary Payton\paytoga01,28,SEA,NBA,1996-97
591,Scottie Pippen\pippesc01,31,CHI,NBA,1996-97
592,Glen Rice\ricegl01,29,CHH,NBA,1996-97
593,Mitch Richmond\richmmi01,31,SAC,NBA,1996-97
594,Detlef Schrempf\schrede01,34,SEA,NBA,1996-97
595,Latrell Sprewell\sprewla01,26,GSW,NBA,1996-97
596,John Stockton\stockjo01,34,UTA,NBA,1996-97
597,Chris Webber\webbech01,23,WSB,NBA,1996-97
598,Vin Baker\bakervi01,24,MIL,NBA,1995-96
599,Charles Barkley\barklch01,32,PHO,NBA,1995-96
600,Terrell Brandon\brandte01,25,CLE,NBA,1995-96
601,Clyde Drexler\drexlcl01,33,HOU,NBA,1995-96
602,Sean Elliott\elliose01,27,SAS,NBA,1995-96
603,Patrick Ewing\ewingpa01,33,NYK,NBA,1995-96
604,Anfernee Hardaway\hardaan01,24,ORL,NBA,1995-96
605,Grant Hill\hillgr01,23,DET,NBA,1995-96
606,Juwan Howard\howarju01,22,WSB,NBA,1995-96
607,Michael Jordan\jordami01,32,CHI,NBA,1995-96
608,Shawn Kemp\kempsh01,26,SEA,NBA,1995-96
609,Jason Kidd\kiddja01,22,DAL,NBA,1995-96
610,Karl Malone\malonka01,32,UTA,NBA,1995-96
611,Reggie Miller\millere01,30,IND,NBA,1995-96
612,Alonzo Mourning\mournal01,25,MIA,NBA,1995-96
613,Dikembe Mutombo\mutomdi01,29,DEN,NBA,1995-96
614,Shaquille O'Neal\onealsh01,23,ORL,NBA,1995-96
615,Hakeem Olajuwon\olajuha01,33,HOU,NBA,1995-96
616,Gary Payton\paytoga01,27,SEA,NBA,1995-96
617,Scottie Pippen\pippesc01,30,CHI,NBA,1995-96
618,Glen Rice\ricegl01,28,CHH,NBA,1995-96
619,Mitch Richmond\richmmi01,30,SAC,NBA,1995-96
620,David Robinson\robinda01,30,SAS,NBA,1995-96
621,John Stockton\stockjo01,33,UTA,NBA,1995-96
622,Vin Baker\bakervi01,23,MIL,NBA,1994-95
623,Charles Barkley\barklch01,31,PHO,NBA,1994-95
624,Dana Barros\barroda01,27,PHI,NBA,1994-95
625,Cedric Ceballos\cebalce01,25,LAL,NBA,1994-95
626,Joe Dumars\dumarjo01,31,DET,NBA,1994-95
627,Patrick Ewing\ewingpa01,32,NYK,NBA,1994-95
628,Anfernee Hardaway\hardaan01,23,ORL,NBA,1994-95
629,Grant Hill\hillgr01,22,DET,NBA,1994-95
630,Tyrone Hill\hillty01,26,CLE,NBA,1994-95
631,Larry Johnson\johnsla02,25,CHH,NBA,1994-95
632,Shawn Kemp\kempsh01,25,SEA,NBA,1994-95
633,Dan Majerle\majerda01,29,PHO,NBA,1994-95
634,Karl Malone\malonka01,31,UTA,NBA,1994-95
635,Reggie Miller\millere01,29,IND,NBA,1994-95
636,Alonzo Mourning\mournal01,24,CHH,NBA,1994-95
637,Dikembe Mutombo\mutomdi01,28,DEN,NBA,1994-95
638,Shaquille O'Neal\onealsh01,22,ORL,NBA,1994-95
639,Hakeem Olajuwon\olajuha01,32,HOU,NBA,1994-95
640,Gary Payton\paytoga01,26,SEA,NBA,1994-95
641,Scottie Pippen\pippesc01,29,CHI,NBA,1994-95
642,Mitch Richmond\richmmi01,29,SAC,NBA,1994-95
643,David Robinson\robinda01,29,SAS,NBA,1994-95
644,Detlef Schrempf\schrede01,32,SEA,NBA,1994-95
645,Latrell Sprewell\sprewla01,24,GSW,NBA,1994-95
646,John Stockton\stockjo01,32,UTA,NBA,1994-95
647,Kenny Anderson\anderke01,23,NJN,NBA,1993-94
648,B.J. Armstrong\armstbj01,26,CHI,NBA,1993-94
649,Charles Barkley\barklch01,30,PHO,NBA,1993-94
650,Mookie Blaylock\blaylmo01,26,ATL,NBA,1993-94
651,Derrick Coleman\colemde01,26,NJN,NBA,1993-94
652,Clyde Drexler\drexlcl01,31,POR,NBA,1993-94
653,Patrick Ewing\ewingpa01,31,NYK,NBA,1993-94
654,Horace Grant\grantho01,28,CHI,NBA,1993-94
655,Kevin Johnson\johnske02,27,PHO,NBA,1993-94
656,Shawn Kemp\kempsh01,24,SEA,NBA,1993-94
657,Karl Malone\malonka01,30,UTA,NBA,1993-94
658,Danny Manning\mannida01,27,TOT,NBA,1993-94
659,Alonzo Mourning\mournal01,23,CHH,NBA,1993-94
660,Shaquille O'Neal\onealsh01,21,ORL,NBA,1993-94
661,Charles Oakley\oaklech01,30,NYK,NBA,1993-94
662,Hakeem Olajuwon\olajuha01,31,HOU,NBA,1993-94
663,Gary Payton\paytoga01,25,SEA,NBA,1993-94
664,Scottie Pippen\pippesc01,28,CHI,NBA,1993-94
665,Mark Price\pricema01,29,CLE,NBA,1993-94
666,Mitch Richmond\richmmi01,28,SAC,NBA,1993-94
667,Clifford Robinson\robincl02,27,POR,NBA,1993-94
668,David Robinson\robinda01,28,SAS,NBA,1993-94
669,Latrell Sprewell\sprewla01,23,GSW,NBA,1993-94
670,John Starks\starkjo01,28,NYK,NBA,1993-94
671,John Stockton\stockjo01,31,UTA,NBA,1993-94
672,Dominique Wilkins\wilkido01,34,TOT,NBA,1993-94
673,Charles Barkley\barklch01,29,PHO,NBA,1992-93
674,Brad Daugherty\daughbr01,27,CLE,NBA,1992-93
675,Clyde Drexler\drexlcl01,30,POR,NBA,1992-93
676,Joe Dumars\dumarjo01,29,DET,NBA,1992-93
677,Sean Elliott\elliose01,24,SAS,NBA,1992-93
678,Patrick Ewing\ewingpa01,30,NYK,NBA,1992-93
679,Tim Hardaway\hardati01,26,GSW,NBA,1992-93
680,Larry Johnson\johnsla02,23,CHH,NBA,1992-93
681,Michael Jordan\jordami01,29,CHI,NBA,1992-93
682,Shawn Kemp\kempsh01,23,SEA,NBA,1992-93
683,Dan Majerle\majerda01,27,PHO,NBA,1992-93
684,Karl Malone\malonka01,29,UTA,NBA,1992-93
685,Danny Manning\mannida01,26,LAC,NBA,1992-93
686,Chris Mullin\mullich01,29,GSW,NBA,1992-93
687,Larry Nance\nancela01,33,CLE,NBA,1992-93
688,Shaquille O'Neal\onealsh01,20,ORL,NBA,1992-93
689,Hakeem Olajuwon\olajuha01,30,HOU,NBA,1992-93
690,Scottie Pippen\pippesc01,27,CHI,NBA,1992-93
691,Terry Porter\portete01,29,POR,NBA,1992-93
692,Mark Price\pricema01,28,CLE,NBA,1992-93
693,Mitch Richmond\richmmi01,27,SAC,NBA,1992-93
694,David Robinson\robinda01,27,SAS,NBA,1992-93
695,Detlef Schrempf\schrede01,30,IND,NBA,1992-93
696,John Stockton\stockjo01,30,UTA,NBA,1992-93
697,Isiah Thomas\thomais01,31,DET,NBA,1992-93
698,Dominique Wilkins\wilkido01,33,ATL,NBA,1992-93
699,Michael Adams\adamsmi01,29,WSB,NBA,1991-92
700,Charles Barkley\barklch01,28,PHI,NBA,1991-92
701,Larry Bird\birdla01,35,BOS,NBA,1991-92
702,Brad Daugherty\daughbr01,26,CLE,NBA,1991-92
703,Clyde Drexler\drexlcl01,29,POR,NBA,1991-92
704,Joe Dumars\dumarjo01,28,DET,NBA,1991-92
705,Patrick Ewing\ewingpa01,29,NYK,NBA,1991-92
706,Tim Hardaway\hardati01,25,GSW,NBA,1991-92
707,Jeff Hornacek\hornaje01,28,PHO,NBA,1991-92
708,Michael Jordan\jordami01,28,CHI,NBA,1991-92
709,Reggie Lewis\lewisre01,26,BOS,NBA,1991-92
710,Dan Majerle\majerda01,26,PHO,NBA,1991-92
711,Karl Malone\malonka01,28,UTA,NBA,1991-92
712,Chris Mullin\mullich01,28,GSW,NBA,1991-92
713,Dikembe Mutombo\mutomdi01,25,DEN,NBA,1991-92
714,Hakeem Olajuwon\olajuha01,29,HOU,NBA,1991-92
715,Scottie Pippen\pippesc01,26,CHI,NBA,1991-92
716,Mark Price\pricema01,27,CLE,NBA,1991-92
717,David Robinson\robinda01,26,SAS,NBA,1991-92
718,Dennis Rodman\rodmade01,30,DET,NBA,1991-92
719,John Stockton\stockjo01,29,UTA,NBA,1991-92
720,Isiah Thomas\thomais01,30,DET,NBA,1991-92
721,Otis Thorpe\thorpot01,29,HOU,NBA,1991-92
722,Dominique Wilkins\wilkido01,32,ATL,NBA,1991-92
723,Kevin Willis\willike02,29,ATL,NBA,1991-92
724,James Worthy\worthja01,30,LAL,NBA,1991-92
725,Charles Barkley\barklch01,27,PHI,NBA,1990-91
726,Larry Bird\birdla01,34,BOS,NBA,1990-91
727,Tom Chambers\chambto01,31,PHO,NBA,1990-91
728,Brad Daugherty\daughbr01,25,CLE,NBA,1990-91
729,Clyde Drexler\drexlcl01,28,POR,NBA,1990-91
730,Kevin Duckworth\duckwke01,26,POR,NBA,1990-91
731,Joe Dumars\dumarjo01,27,DET,NBA,1990-91
732,Patrick Ewing\ewingpa01,28,NYK,NBA,1990-91
733,Tim Hardaway\hardati01,24,GSW,NBA,1990-91
734,Hersey Hawkins\hawkihe01,24,PHI,NBA,1990-91
735,Kevin Johnson\johnske02,24,PHO,NBA,1990-91
736,Magic Johnson\johnsma02,31,LAL,NBA,1990-91
737,Michael Jordan\jordami01,27,CHI,NBA,1990-91
738,Bernard King\kingbe01,34,WSB,NBA,1990-91
739,Karl Malone\malonka01,27,UTA,NBA,1990-91
740,Kevin McHale\mchalke01,33,BOS,NBA,1990-91
741,Chris Mullin\mullich01,27,GSW,NBA,1990-91
742,Robert Parish\parisro01,37,BOS,NBA,1990-91
743,Ricky Pierce\piercri01,31,TOT,NBA,1990-91
744,Terry Porter\portete01,27,POR,NBA,1990-91
745,Alvin Robertson\roberal01,28,MIL,NBA,1990-91
746,David Robinson\robinda01,25,SAS,NBA,1990-91
747,John Stockton\stockjo01,28,UTA,NBA,1990-91
748,Isiah Thomas\thomais01,29,DET,NBA,1990-91
749,Dominique Wilkins\wilkido01,31,ATL,NBA,1990-91
750,James Worthy\worthja01,29,LAL,NBA,1990-91
