,player_name,team_abbreviation,age,player_height,player_weight,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,season,allstar,was_allstar,previous_allstars,scaled_gp,western_conf
8782,Kawhi Leonard,SAS,25.0,200.66,104.32616,21.2,6.8,2.6,14.3,0.046,0.182,0.258,0.616,0.128,2015,1,0,0,0.8780487804878049,True
8784,Kelly Olynyk,BOS,25.0,213.36,107.954896,10.0,4.1,1.5,5.2,0.054000000000000006,0.158,0.207,0.561,0.119,2015,0,0,0,0.8414634146341463,False
8786,Kemba Walker,CHA,26.0,185.42,83.46092800000002,20.9,4.4,5.2,4.2,0.021,0.116,0.265,0.5539999999999999,0.253,2015,0,0,0,0.9878048780487805,False
8789,Kenneth Faried,DEN,26.0,203.2,103.418976,12.5,8.7,1.2,-4.3,0.15,0.232,0.207,0.5770000000000001,0.077,2015,0,0,0,0.8170731707317073,True
8790,Kent Bazemore,ATL,26.0,195.58,91.171992,11.6,5.1,2.3,3.2,0.015,0.17600000000000002,0.199,0.551,0.127,2015,0,0,0,0.9146341463414634,False
8791,Justise Winslow,MIA,20.0,200.66,102.0582,6.4,5.2,1.5,3.9,0.042,0.158,0.124,0.489,0.077,2015,0,0,0,0.9512195121951219,False
8792,Kentavious Caldwell-Pope,DET,23.0,195.58,92.98636,14.5,3.7,1.8,2.0,0.026,0.085,0.18,0.521,0.075,2015,0,0,0,0.926829268292683,False
8794,Kevin Love,CLE,27.0,208.28,113.851592,16.0,9.9,2.4,8.4,0.071,0.287,0.235,0.5529999999999999,0.119,2015,0,0,3,0.9390243902439024,False
8795,Kevin Martin,SAS,33.0,200.66,90.264808,9.3,2.0,1.1,-5.4,0.014,0.102,0.222,0.52,0.08900000000000001,2015,0,0,0,0.6707317073170732,True
8798,Khris Middleton,MIL,24.0,203.2,106.140528,18.2,3.8,4.2,-0.1,0.018000000000000002,0.103,0.229,0.56,0.183,2015,0,0,0,0.9634146341463414,False
8800,Klay Thompson,GSW,26.0,200.66,97.52228,22.1,3.8,2.1,15.7,0.015,0.1,0.264,0.597,0.094,2015,1,1,1,0.975609756097561,True
8801,Kobe Bryant,LAL,37.0,198.12,96.161504,17.6,3.7,2.8,-15.8,0.023,0.123,0.319,0.469,0.183,2015,1,1,17,0.8048780487804879,True
8802,Kosta Koufos,SAC,27.0,213.36,120.20188,6.8,5.4,0.4,-7.1,0.122,0.19,0.155,0.54,0.034,2015,0,0,0,0.9512195121951219,True
8804,Kris Humphries,ATL,31.0,205.74,106.59412,6.5,4.1,0.7,-5.2,0.073,0.21600000000000005,0.192,0.517,0.068,2015,0,0,0,0.6463414634146342,False
8805,Kevin Durant,OKC,27.0,205.74,108.86208,28.2,8.2,5.0,11.2,0.021,0.209,0.305,0.634,0.23,2015,1,1,6,0.8780487804878049,False
8811,Joffrey Lauvergne,DEN,24.0,210.82,99.79024,7.9,4.9,0.9,-9.7,0.083,0.232,0.199,0.5670000000000001,0.093,2015,0,0,0,0.7195121951219512,True
8812,John Henson,MIL,25.0,210.82,103.872568,7.0,3.9,0.9,-4.8,0.105,0.152,0.192,0.58,0.096,2015,0,0,0,0.6951219512195121,False
8814,John Wall,WAS,25.0,193.04,88.45044,19.9,4.9,10.2,0.7,0.017,0.138,0.284,0.51,0.449,2015,1,1,2,0.9390243902439024,False
8816,Jon Leuer,PHX,27.0,208.28,103.418976,8.5,5.6,1.1,-3.0,0.065,0.259,0.199,0.555,0.09,2015,0,0,0,0.8170731707317073,True
8818,Jonas Valanciunas,TOR,24.0,213.36,115.66596,12.8,9.1,0.7,3.0,0.142,0.273,0.207,0.61,0.045,2015,0,0,0,0.7317073170731707,False
8822,Jordan Clarkson,LAL,24.0,195.58,87.996848,15.5,4.0,2.4,-13.1,0.037000000000000005,0.096,0.228,0.516,0.139,2015,0,0,0,0.9634146341463414,True
8823,Jordan Hamilton,NOP,25.0,200.66,99.79024,11.4,5.6,2.3,-11.2,0.043,0.194,0.208,0.499,0.128,2015,0,0,0,0.13414634146341464,True
8824,Jordan Hill,IND,28.0,208.28,106.59412,8.8,6.2,1.2,1.2,0.112,0.209,0.204,0.534,0.096,2015,0,0,0,0.8902439024390244,False
8828,Jose Calderon,NYK,34.0,190.5,90.7184,7.6,3.2,4.1,-2.0,0.012,0.109,0.126,0.5710000000000001,0.213,2015,0,0,0,0.8780487804878049,False
8831,Josh Richardson,MIA,22.0,198.12,90.7184,6.6,2.1,1.4,3.1,0.023,0.085,0.13699999999999998,0.569,0.098,2015,0,0,0,0.6341463414634146,False
8832,Josh Smith,HOU,30.0,205.74,102.0582,6.0,3.5,1.6,-4.2,0.059,0.177,0.226,0.439,0.172,2015,0,0,0,0.6707317073170732,True
8833,Jrue Holiday,NOP,26.0,193.04,92.98636,16.8,3.0,6.0,-0.3,0.016,0.106,0.287,0.529,0.365,2015,0,0,1,0.7926829268292683,True
8834,Julius Randle,LAL,21.0,205.74,113.398,11.3,10.2,1.8,-15.4,0.077,0.327,0.212,0.482,0.111,2015,0,0,0,0.9878048780487805,True
8835,Jordan Farmar,MEM,29.0,187.96,81.64656,9.2,2.1,3.1,-13.6,0.014,0.097,0.182,0.527,0.198,2015,0,0,0,0.14634146341463414,True
8836,Russell Westbrook,OKC,27.0,190.5,90.7184,23.5,7.8,10.4,10.8,0.061,0.17800000000000002,0.313,0.5539999999999999,0.468,2015,1,1,4,0.975609756097561,False
8839,Cory Joseph,TOR,24.0,190.5,86.18248,8.5,2.6,3.1,6.9,0.021,0.092,0.17,0.512,0.199,2015,0,0,0,0.975609756097561,False
8841,Corey Brewer,HOU,30.0,205.74,84.368112,7.2,2.4,1.3,-2.2,0.027000000000000003,0.102,0.17600000000000002,0.481,0.102,2015,0,0,0,1.0,True
8842,Cole Aldrich,LAC,27.0,210.82,113.398,5.5,4.8,0.8,1.0,0.122,0.284,0.19,0.626,0.107,2015,0,0,0,0.7317073170731707,True
8843,Cody Zeller,CHA,23.0,213.36,108.86208,8.7,6.2,1.0,4.4,0.086,0.201,0.154,0.5920000000000001,0.061,2015,0,0,0,0.8902439024390244,False
8848,Ryan Anderson,NOP,28.0,208.28,108.86208,17.0,6.0,1.1,-1.2,0.069,0.153,0.242,0.546,0.059,2015,0,0,0,0.8048780487804879,True
8853,Chris Bosh,MIA,32.0,210.82,106.59412,19.1,7.4,2.4,1.7,0.032,0.211,0.253,0.5710000000000001,0.129,2015,1,1,10,0.6463414634146342,False
8857,Channing Frye,CLE,33.0,210.82,115.66596,6.1,3.3,1.0,3.7,0.033,0.192,0.156,0.586,0.086,2015,0,0,0,0.8536585365853658,False
8858,Chandler Parsons,DAL,27.0,208.28,104.32616,13.7,4.7,2.8,1.3,0.018000000000000002,0.158,0.208,0.589,0.158,2015,0,0,0,0.7439024390243902,True
8860,Carmelo Anthony,NYK,32.0,203.2,108.86208,21.8,7.7,4.2,-0.7,0.043,0.195,0.295,0.53,0.209,2015,1,1,8,0.8780487804878049,False
8861,Carl Landry,PHI,32.0,205.74,112.490816,9.8,4.1,0.9,-10.4,0.09,0.202,0.239,0.605,0.102,2015,0,0,0,0.43902439024390244,False
8866,CJ Miles,IND,29.0,198.12,104.779752,11.8,2.7,1.0,-0.5,0.019,0.112,0.225,0.547,0.069,2015,0,0,0,0.7804878048780488,False
8867,Courtney Lee,CHA,30.0,195.58,90.7184,9.6,2.6,1.7,2.9,0.014,0.087,0.15,0.551,0.08800000000000001,2015,0,0,0,0.9634146341463414,False
8868,D'Angelo Russell,LAL,20.0,195.58,88.45044,13.2,3.4,3.3,-13.0,0.021,0.113,0.241,0.507,0.213,2015,0,0,0,0.975609756097561,True
8869,Devin Harris,DAL,33.0,190.5,83.91452,7.6,2.2,1.8,-1.6,0.015,0.102,0.175,0.5589999999999999,0.149,2015,0,0,1,0.7804878048780488,True
8870,Devin Booker,PHX,19.0,198.12,93.439952,13.8,2.5,2.6,-9.6,0.014,0.083,0.231,0.535,0.162,2015,0,0,0,0.926829268292683,True
8871,Derrick Williams,NYK,25.0,203.2,108.86208,9.3,3.7,0.9,-7.5,0.035,0.191,0.234,0.55,0.096,2015,0,0,0,0.975609756097561,False
8872,Derrick Rose,CHI,27.0,190.5,86.18248,16.4,3.4,4.7,-4.2,0.023,0.086,0.27,0.479,0.25,2015,0,0,3,0.8048780487804879,False
8873,Derrick Favors,UTA,24.0,208.28,120.20188,16.4,8.1,1.5,1.1,0.102,0.2,0.239,0.551,0.086,2015,0,0,0,0.7560975609756098,True
8874,Deron Williams,DAL,32.0,190.5,90.7184,14.1,2.9,5.8,0.4,0.01,0.08800000000000001,0.221,0.53,0.295,2015,0,0,3,0.7926829268292683,True
8875,Dennis Schroder,ATL,22.0,185.42,78.017824,11.0,2.6,4.4,7.8,0.018000000000000002,0.123,0.293,0.51,0.368,2015,0,0,0,0.975609756097561,False
8877,DeMarre Carroll,TOR,29.0,203.2,96.161504,11.0,4.7,1.0,2.7,0.043,0.134,0.179,0.49,0.056,2015,0,0,0,0.3170731707317073,False
8878,DeMarcus Cousins,SAC,25.0,210.82,122.46984,26.9,11.5,3.3,0.0,0.078,0.274,0.35200000000000004,0.5379999999999999,0.16699999999999998,2015,1,1,1,0.7926829268292683,True
8879,DeMar DeRozan,TOR,26.0,200.66,99.79024,23.5,4.5,4.0,3.0,0.027000000000000003,0.116,0.297,0.55,0.208,2015,1,0,1,0.9512195121951219,False
8882,DeAndre Jordan,LAC,27.0,210.82,120.20188,12.7,13.8,1.2,10.2,0.115,0.321,0.154,0.628,0.051,2015,0,0,0,0.9390243902439024,True
8883,David Lee,DAL,33.0,205.74,111.13004,7.8,5.5,1.5,-3.0,0.122,0.247,0.215,0.568,0.162,2015,0,0,2,0.6707317073170732,True
8885,Darren Collison,SAC,28.0,182.88,79.3786,14.0,2.3,4.3,-2.4,0.014,0.07,0.193,0.591,0.219,2015,0,0,0,0.9024390243902439,True
8886,Darrell Arthur,DEN,28.0,205.74,106.59412,7.5,4.2,1.4,-2.1,0.062,0.151,0.168,0.514,0.102,2015,0,0,0,0.8536585365853658,True
8887,Dante Cunningham,NOP,29.0,203.2,104.32616,6.1,3.0,1.0,-6.4,0.031,0.108,0.111,0.54,0.056,2015,0,0,0,0.975609756097561,True
8888,Danny Green,SAS,29.0,198.12,97.52228,7.2,3.8,1.8,12.7,0.026,0.134,0.145,0.4920000000000001,0.092,2015,0,0,0,0.9634146341463414,True
8889,Danilo Gallinari,DEN,27.0,208.28,102.0582,19.5,5.3,2.5,-3.5,0.03,0.14300000000000002,0.228,0.5820000000000001,0.122,2015,0,0,0,0.6463414634146342,True
8892,Damian Lillard,POR,25.0,190.5,88.45044,25.1,4.0,6.8,0.9,0.018000000000000002,0.105,0.31,0.56,0.33,2015,0,1,2,0.9146341463414634,True
8893,Dahntay Jones,CLE,35.0,198.12,102.0582,13.0,5.0,2.0,-6.1,0.028,0.114,0.157,0.464,0.067,2015,0,0,0,0.012195121951219513,False
8894,D.J. Augustin,DEN,28.0,182.88,83.007336,7.5,1.5,3.2,-1.4,0.008,0.081,0.183,0.575,0.257,2015,0,0,0,0.7560975609756098,True
8895,David West,SAS,35.0,205.74,113.398,7.1,4.0,1.8,11.8,0.061,0.187,0.179,0.573,0.15,2015,0,0,2,0.9512195121951219,True
8897,CJ McCollum,POR,24.0,193.04,90.7184,20.8,3.2,4.3,2.0,0.018000000000000002,0.084,0.27,0.544,0.211,2015,0,0,0,0.975609756097561,True
8898,Bryce Dejean-Jones,NOP,23.0,198.12,92.079176,5.6,3.4,1.1,-7.0,0.028,0.175,0.141,0.505,0.076,2015,0,0,0,0.17073170731707318,True
8900,Andrew Wiggins,MIN,21.0,203.2,90.264808,20.7,3.6,2.0,-1.0,0.043,0.07400000000000001,0.269,0.5429999999999999,0.098,2015,0,0,0,0.9878048780487805,True
8901,Andrew Nicholson,ORL,26.0,205.74,113.398,6.9,3.6,0.4,1.2,0.045,0.21600000000000005,0.209,0.5670000000000001,0.05,2015,0,0,0,0.6829268292682927,False
8903,Andrew Bogut,GSW,31.0,213.36,117.93392,5.4,7.0,2.3,14.2,0.094,0.252,0.116,0.623,0.145,2015,0,0,0,0.8536585365853658,True
8907,Andre Iguodala,GSW,32.0,198.12,97.52228,7.0,4.0,3.4,14.4,0.034,0.127,0.12,0.565,0.165,2015,0,0,1,0.7926829268292683,True
8908,Andre Drummond,DET,22.0,210.82,126.552168,16.2,14.8,0.8,2.0,0.153,0.343,0.24,0.499,0.042,2015,1,0,0,0.9878048780487805,False
8910,Amir Johnson,BOS,29.0,205.74,108.86208,7.3,6.4,1.7,4.6,0.104,0.194,0.13699999999999998,0.602,0.11,2015,0,0,0,0.9634146341463414,False
8912,Amar'e Stoudemire,MIA,33.0,208.28,111.13004,5.8,4.3,0.5,1.8,0.101,0.229,0.18,0.599,0.054000000000000006,2015,0,0,6,0.6341463414634146,False
8913,Allen Crabbe,POR,24.0,198.12,95.25431999999999,10.3,2.7,1.2,0.1,0.014,0.097,0.163,0.5720000000000001,0.07200000000000001,2015,0,0,0,0.9878048780487805,True
8914,Alexis Ajinca,NOP,28.0,218.44,112.490816,6.0,4.6,0.5,-3.0,0.094,0.257,0.206,0.514,0.059,2015,0,0,0,0.7195121951219512,True
8916,Alex Len,PHX,23.0,215.9,117.93392,9.0,7.6,1.2,-7.8,0.103,0.248,0.204,0.482,0.087,2015,0,0,0,0.9512195121951219,True
8917,Alec Burks,UTA,24.0,198.12,97.068688,13.3,3.5,2.0,-2.0,0.023,0.139,0.251,0.52,0.14,2015,0,0,0,0.3780487804878049,True
8920,Al-Farouq Aminu,POR,25.0,205.74,97.52228,10.2,6.1,1.7,1.5,0.045,0.185,0.16899999999999998,0.5329999999999999,0.087,2015,0,0,0,1.0,True
8921,Al Jefferson,CHA,31.0,208.28,131.088088,12.0,6.4,1.5,3.7,0.056,0.244,0.245,0.507,0.114,2015,0,0,0,0.573170731707317,False
8922,Al Horford,ATL,30.0,208.28,111.13004,15.2,7.3,3.2,4.9,0.062,0.18,0.206,0.565,0.165,2015,1,1,3,1.0,False
8927,Anthony Davis,NOP,23.0,208.28,114.758776,24.3,10.3,1.9,-4.7,0.064,0.262,0.29600000000000004,0.5589999999999999,0.1,2015,1,1,2,0.7439024390243902,True
8931,Brook Lopez,BKN,28.0,213.36,124.7378,20.6,7.8,2.0,-3.7,0.094,0.16699999999999998,0.276,0.562,0.106,2015,0,0,1,0.8902439024390244,False
8932,Briante Weber,MIA,23.0,187.96,74.84268,4.4,3.6,3.0,-22.5,0.04,0.127,0.118,0.38,0.175,2015,0,0,0,0.08536585365853659,False
8935,Brandon Knight,PHX,24.0,190.5,85.728888,19.6,3.9,5.1,-6.8,0.021,0.099,0.263,0.522,0.234,2015,0,0,0,0.6341463414634146,True
8936,Brandon Jennings,ORL,26.0,185.42,76.657048,6.9,2.0,3.5,0.4,0.02,0.103,0.198,0.491,0.298,2015,0,0,0,0.5853658536585366,False
8937,Brandon Bass,LAL,31.0,203.2,113.398,7.2,4.3,1.1,-2.6,0.085,0.153,0.138,0.619,0.08800000000000001,2015,0,0,0,0.8048780487804879,True
8939,Brandan Wright,MEM,28.0,208.28,95.25431999999999,6.9,3.6,0.5,-13.1,0.073,0.14800000000000002,0.156,0.6629999999999999,0.05,2015,0,0,0,0.14634146341463414,True
8940,Bradley Beal,WAS,23.0,195.58,93.893544,17.4,3.4,2.9,-1.6,0.027000000000000003,0.099,0.25,0.547,0.153,2015,0,0,0,0.6707317073170732,False
8942,Boris Diaw,SAS,34.0,203.2,113.398,6.4,3.1,2.3,10.8,0.049,0.139,0.168,0.5820000000000001,0.182,2015,0,0,0,0.926829268292683,True
8943,Bobby Portis,CHI,21.0,210.82,104.32616,7.0,5.4,0.8,-7.9,0.114,0.21,0.207,0.469,0.076,2015,0,0,0,0.7560975609756098,False
8945,Blake Griffin,LAC,27.0,208.28,113.851592,21.4,8.4,4.9,7.9,0.048,0.221,0.292,0.544,0.258,2015,0,1,5,0.4268292682926829,True
8946,Bismack Biyombo,TOR,23.0,205.74,111.13004,5.5,8.0,0.4,3.8,0.115,0.281,0.117,0.586,0.025,2015,0,0,0,1.0,False
8948,Ben McLemore,SAC,23.0,195.58,88.45044,7.8,2.2,1.2,-0.6,0.026,0.083,0.174,0.531,0.076,2015,0,0,0,0.8292682926829268,True
8950,Avery Bradley,BOS,25.0,187.96,81.64656,15.2,2.9,2.1,4.2,0.02,0.073,0.2,0.5379999999999999,0.095,2015,0,0,0,0.926829268292683,False
8951,Austin Rivers,LAC,23.0,193.04,90.7184,8.9,1.9,1.5,-2.1,0.016,0.08,0.195,0.523,0.116,2015,0,0,0,0.8170731707317073,True
8952,Arron Afflalo,NYK,30.0,195.58,95.25431999999999,12.8,3.7,2.0,-3.2,0.011,0.109,0.181,0.531,0.097,2015,0,0,0,0.8658536585365854,False
8953,Aron Baynes,DET,29.0,208.28,117.93392,6.3,4.7,0.6,-4.7,0.122,0.223,0.187,0.563,0.07,2015,0,0,0,0.9878048780487805,False
8954,Archie Goodwin,PHX,21.0,195.58,90.7184,8.9,2.5,2.1,-11.0,0.026,0.114,0.231,0.498,0.174,2015,0,0,0,0.6951219512195121,True
8955,Bojan Bogdanovic,BKN,27.0,203.2,97.975872,11.2,3.2,1.3,-8.8,0.019,0.118,0.194,0.55,0.073,2015,0,0,0,0.9634146341463414,False
8957,Chris Paul,LAC,31.0,182.88,79.3786,19.5,4.2,10.0,11.9,0.018000000000000002,0.119,0.269,0.575,0.493,2015,1,1,8,0.9024390243902439,True
8958,Dirk Nowitzki,DAL,38.0,213.36,111.13004,18.3,6.5,1.8,3.6,0.025,0.202,0.255,0.555,0.096,2015,0,1,13,0.9146341463414634,True
8959,Terrence Ross,TOR,25.0,200.66,88.45044,9.9,2.5,0.8,5.7,0.014,0.104,0.183,0.551,0.053,2015,0,0,0,0.8902439024390244,False
8961,Thabo Sefolosha,ATL,32.0,200.66,99.79024,6.4,4.5,1.4,3.1,0.034,0.171,0.125,0.579,0.093,2015,0,0,0,0.9146341463414634,False
8962,Thaddeus Young,BKN,28.0,203.2,100.243832,15.1,9.0,1.9,-4.4,0.083,0.227,0.219,0.5329999999999999,0.094,2015,0,0,0,0.8902439024390244,False
8967,Tim Duncan,SAS,40.0,210.82,113.398,8.6,7.3,2.7,13.7,0.087,0.234,0.174,0.523,0.153,2015,0,1,15,0.7439024390243902,True
8968,Tim Frazier,NOP,25.0,185.42,77.11064,5.1,2.2,3.2,-0.5,0.039,0.126,0.198,0.499,0.339,2015,0,0,0,0.6219512195121951,True
8970,Timofey Mozgov,CLE,29.0,215.9,124.7378,6.3,4.4,0.4,0.8,0.097,0.187,0.165,0.593,0.039,2015,0,0,0,0.926829268292683,False
8971,Tobias Harris,DET,23.0,205.74,106.59412,14.7,6.7,2.2,-0.5,0.042,0.184,0.195,0.56,0.106,2015,0,0,0,0.926829268292683,False
8972,Toney Douglas,NOP,30.0,187.96,88.45044,8.7,2.3,2.6,-4.8,0.02,0.111,0.192,0.5429999999999999,0.188,2015,0,0,0,0.7439024390243902,True
8973,Tony Allen,MEM,34.0,193.04,96.615096,8.4,4.6,1.1,-1.4,0.071,0.14300000000000002,0.17,0.505,0.068,2015,0,0,0,0.7804878048780488,True
8974,Tony Parker,SAS,34.0,187.96,83.91452,11.9,2.4,5.3,10.6,0.01,0.08900000000000001,0.214,0.546,0.294,2015,0,0,6,0.8780487804878049,True
8976,Tony Wroten,NYK,23.0,198.12,92.98636,8.4,2.6,2.5,-24.2,0.015,0.141,0.32,0.412,0.274,2015,0,0,0,0.0975609756097561,False
8977,Trevor Ariza,HOU,31.0,203.2,97.52228,12.7,4.5,2.3,0.4,0.026,0.119,0.158,0.551,0.1,2015,0,0,0,0.9878048780487805,True
8978,Trevor Booker,UTA,28.0,203.2,103.418976,5.9,5.7,1.1,1.6,0.119,0.202,0.14400000000000002,0.5329999999999999,0.083,2015,0,0,0,0.9634146341463414,True
8979,Trey Burke,UTA,23.0,185.42,86.636072,10.6,1.8,2.3,-2.0,0.015,0.08,0.247,0.507,0.201,2015,0,0,0,0.7804878048780488,True
8980,Trey Lyles,UTA,20.0,208.28,106.140528,6.1,3.7,0.7,-0.9,0.048,0.203,0.183,0.517,0.07200000000000001,2015,0,0,0,0.975609756097561,True
8981,Tristan Thompson,CLE,25.0,205.74,107.954896,7.8,9.0,0.8,7.9,0.133,0.233,0.116,0.611,0.04,2015,0,0,0,1.0,False
8983,Ty Lawson,IND,28.0,180.34,88.45044,5.7,1.8,3.6,-6.2,0.019,0.07200000000000001,0.147,0.476,0.251,2015,0,0,0,0.8048780487804879,False
8984,Terrence Jones,HOU,24.0,205.74,114.305184,8.7,4.2,0.8,-10.5,0.064,0.166,0.195,0.519,0.069,2015,0,0,0,0.6097560975609756,True
8987,Taj Gibson,CHI,31.0,205.74,102.0582,8.6,6.9,1.5,-2.6,0.116,0.155,0.14800000000000002,0.556,0.083,2015,0,0,0,0.8902439024390244,False
8993,Sean Kilpatrick,BKN,26.0,193.04,99.336648,11.1,1.8,0.9,-12.3,0.021,0.083,0.23,0.5760000000000001,0.078,2015,0,0,0,0.3780487804878049,False
8994,Serge Ibaka,OKC,26.0,208.28,111.13004,12.6,6.8,0.8,9.9,0.065,0.16,0.17600000000000002,0.5329999999999999,0.037000000000000005,2015,0,0,0,0.9512195121951219,False
8997,Shabazz Muhammad,MIN,23.0,198.12,101.151016,10.5,3.3,0.6,-6.6,0.071,0.117,0.229,0.5479999999999999,0.055,2015,0,0,0,1.0,True
8999,Shane Larkin,BKN,23.0,180.34,79.3786,7.3,2.3,4.4,-9.6,0.018000000000000002,0.104,0.175,0.515,0.3,2015,0,0,0,0.9512195121951219,False
9001,Shaun Livingston,GSW,30.0,200.66,87.089664,6.3,2.2,3.0,8.5,0.032,0.08900000000000001,0.145,0.581,0.222,2015,0,0,0,0.9512195121951219,True
9002,Shelvin Mack,UTA,26.0,190.5,92.079176,8.6,2.5,3.6,3.6,0.014,0.125,0.234,0.507,0.292,2015,0,0,0,0.6341463414634146,True
9004,Dion Waiters,OKC,24.0,193.04,99.79024,9.8,2.6,2.0,3.7,0.019,0.08199999999999999,0.17600000000000002,0.4920000000000001,0.103,2015,0,0,0,0.9512195121951219,False
9006,Spencer Hawes,CHA,28.0,215.9,111.13004,6.0,4.3,1.9,2.1,0.053,0.201,0.171,0.508,0.171,2015,0,0,0,0.6951219512195121,False
9007,Stanley Johnson,DET,20.0,200.66,111.13004,8.1,4.2,1.6,-3.8,0.036000000000000004,0.16399999999999998,0.196,0.46,0.113,2015,0,0,0,0.8902439024390244,False
9008,Stephen Curry,GSW,28.0,190.5,86.18248,30.1,5.4,6.7,18.3,0.029,0.131,0.32,0.669,0.315,2015,1,1,2,0.9634146341463414,True
9011,Steven Adams,OKC,22.0,213.36,115.66596,8.0,6.7,0.8,11.1,0.124,0.158,0.127,0.621,0.042,2015,0,0,0,0.975609756097561,False
9012,T.J. McConnell,PHI,24.0,187.96,90.7184,6.1,3.1,4.5,-7.9,0.029,0.154,0.171,0.511,0.36,2015,0,0,0,0.9878048780487805,False
9013,TJ Warren,PHX,22.0,203.2,104.32616,11.0,3.1,0.9,-7.2,0.057,0.1,0.198,0.5489999999999999,0.068,2015,0,0,0,0.573170731707317,True
9018,Festus Ezeli,GSW,26.0,210.82,120.20188,7.0,5.6,0.7,14.3,0.141,0.224,0.18,0.5589999999999999,0.06,2015,0,0,0,0.5609756097560976,True
9019,Evan Turner,BOS,27.0,200.66,99.79024,10.5,4.9,4.4,1.8,0.023,0.165,0.187,0.513,0.247,2015,0,0,0,0.9878048780487805,False
9020,Evan Fournier,ORL,23.0,200.66,92.98636,15.4,2.8,2.7,-3.7,0.014,0.085,0.203,0.5870000000000001,0.128,2015,0,0,0,0.9634146341463414,False
9021,Ersan Ilyasova,ORL,29.0,208.28,106.59412,10.4,5.4,0.9,-4.3,0.078,0.16699999999999998,0.182,0.526,0.055,2015,0,0,0,0.9024390243902439,False
9024,Eric Gordon,NOP,27.0,193.04,97.52228,15.2,2.2,2.7,-2.6,0.008,0.067,0.205,0.565,0.129,2015,0,0,0,0.5487804878048781,True
9025,Eric Bledsoe,PHX,26.0,185.42,86.18248,20.4,4.0,6.1,-2.2,0.018000000000000002,0.112,0.273,0.557,0.298,2015,0,0,0,0.3780487804878049,True
9026,Enes Kanter,OKC,24.0,210.82,111.13004,12.7,8.1,0.4,2.7,0.168,0.256,0.234,0.626,0.032,2015,0,0,0,1.0,False
9027,Emmanuel Mudiay,DEN,20.0,195.58,90.7184,12.8,3.4,5.5,-3.7,0.017,0.107,0.253,0.4370000000000001,0.281,2015,0,0,0,0.8292682926829268,True
9030,Frank Kaminsky,CHA,23.0,213.36,108.86208,7.5,4.1,1.2,-0.4,0.044,0.171,0.17,0.513,0.095,2015,0,0,0,0.9878048780487805,False
9033,Ed Davis,POR,27.0,208.28,108.86208,6.5,7.4,1.1,1.4,0.142,0.239,0.128,0.616,0.078,2015,0,0,0,0.9878048780487805,True
9034,E'Twaun Moore,CHI,27.0,193.04,86.636072,7.5,2.3,1.7,-1.0,0.017,0.092,0.16,0.5479999999999999,0.118,2015,0,0,0,0.7195121951219512,False
9035,Dwight Powell,DAL,24.0,210.82,108.86208,5.8,4.0,0.6,-1.0,0.091,0.214,0.182,0.557,0.077,2015,0,0,0,0.8414634146341463,True
9036,Dwight Howard,HOU,30.0,210.82,120.20188,13.7,11.8,1.4,0.2,0.117,0.293,0.187,0.604,0.071,2015,0,0,8,0.8658536585365854,True
9037,Duje Dukan,SAC,24.0,205.74,99.79024,6.0,4.0,1.0,-18.1,0.063,0.08,0.16,0.3,0.067,2015,0,0,0,0.012195121951219513,True
9039,Draymond Green,GSW,26.0,200.66,104.32616,14.0,9.5,7.4,18.9,0.056,0.222,0.18600000000000005,0.5870000000000001,0.277,2015,1,0,0,0.9878048780487805,True
9040,Doug McDermott,CHI,24.0,203.2,102.0582,9.4,2.4,0.7,-3.7,0.021,0.09,0.171,0.561,0.049,2015,0,0,0,0.9878048780487805,False
9041,Donatas Motiejunas,HOU,25.0,213.36,100.697424,6.2,2.9,1.1,4.6,0.077,0.14,0.217,0.504,0.116,2015,0,0,0,0.45121951219512196,True
9042,Donald Sloan,BKN,28.0,190.5,92.98636,7.0,2.8,4.4,-5.1,0.015,0.131,0.165,0.536,0.293,2015,0,0,0,0.7439024390243902,False
9043,Tyler Johnson,MIA,24.0,193.04,84.368112,8.7,3.0,2.2,2.4,0.038,0.104,0.172,0.579,0.151,2015,0,0,0,0.43902439024390244,False
9044,Elfrid Payton,ORL,22.0,193.04,83.91452,10.7,3.6,6.4,-2.1,0.038,0.096,0.201,0.478,0.317,2015,0,0,0,0.8902439024390244,False
9045,Garrett Temple,WAS,30.0,198.12,88.45044,7.3,2.7,1.8,0.4,0.02,0.103,0.142,0.52,0.102,2015,0,0,0,0.975609756097561,False
9046,Dwyane Wade,MIA,34.0,193.04,99.79024,19.0,4.1,4.6,1.0,0.042,0.108,0.315,0.517,0.267,2015,1,1,11,0.9024390243902439,False
9047,Gary Neal,WAS,31.0,193.04,95.25431999999999,9.8,2.1,1.2,-9.0,0.015,0.108,0.211,0.5579999999999999,0.099,2015,0,0,0,0.4878048780487805,False
9048,Tyreke Evans,NOP,26.0,198.12,99.79024,15.2,5.2,6.6,-0.9,0.029,0.159,0.254,0.534,0.366,2015,0,0,0,0.3048780487804878,True
9049,Tyson Chandler,PHX,33.0,215.9,108.86208,7.2,8.7,1.0,-12.6,0.116,0.272,0.128,0.606,0.064,2015,0,0,1,0.8048780487804879,True
9050,Gary Harris,DEN,21.0,193.04,95.25431999999999,12.3,2.9,1.9,-5.1,0.024,0.077,0.163,0.5660000000000001,0.093,2015,0,0,0,0.926829268292683,True
