,player_name,team_abbreviation,age,player_height,player_weight,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,season,allstar,was_allstar,previous_allstars,scaled_gp,western_conf
7141,Gerald Green,NJN,26.0,203.2,90.7184,12.9,3.5,1.1,-1.1,0.022,0.136,0.232,0.574,0.077,2011,0,0,0,0.4696969696969697,False
7142,Gerald Wallace,NJN,29.0,200.66,99.79024,13.8,6.7,2.8,2.7,0.047,0.165,0.185,0.547,0.129,2011,0,0,1,0.8787878787878788,False
7144,Glen Davis,ORL,26.0,205.74,131.088088,9.3,5.4,0.8,-1.5,0.086,0.189,0.228,0.466,0.062,2011,0,0,0,0.9242424242424242,False
7145,Goran Dragic,HOU,26.0,190.5,86.18248,11.7,2.5,5.3,2.3,0.035,0.079,0.22,0.5670000000000001,0.316,2011,0,0,0,1.0,True
7146,Gordon Hayward,UTA,22.0,203.2,95.25431999999999,11.8,3.5,3.1,0.8,0.033,0.095,0.17800000000000002,0.568,0.155,2011,0,0,0,1.0,True
7147,Grant Hill,PHX,39.0,203.2,102.0582,10.2,3.5,2.2,3.3,0.025,0.11,0.18600000000000005,0.5,0.116,2011,0,0,7,0.7424242424242424,True
7148,Greg Monroe,DET,22.0,210.82,113.398,15.4,9.7,2.3,-6.7,0.135,0.241,0.234,0.563,0.13,2011,0,0,0,1.0,False
7151,Greivis Vasquez,NOH,25.0,198.12,95.707912,8.9,2.6,5.4,-0.4,0.017,0.103,0.2,0.513,0.349,2011,0,0,0,1.0,False
7152,Marreese Speights,MEM,24.0,208.28,115.66596,8.8,6.2,0.8,-2.8,0.113,0.218,0.208,0.491,0.059,2011,0,0,0,0.9090909090909091,True
7154,Gerald Henderson,CHA,24.0,195.58,97.52228,15.1,4.1,2.3,-14.1,0.039,0.104,0.228,0.511,0.13,2011,0,0,0,0.8333333333333334,False
7155,Al Horford,ATL,26.0,208.28,113.398,12.4,7.0,2.2,6.8,0.08800000000000001,0.179,0.17800000000000002,0.585,0.113,2011,0,1,2,0.16666666666666666,False
7156,Paul George,IND,23.0,203.2,100.243832,17.4,7.6,4.1,7.2,0.034,0.189,0.235,0.531,0.191,2012,1,0,0,0.9634146341463414,False
7157,Paul Millsap,UTA,28.0,203.2,114.758776,14.6,7.1,2.6,0.0,0.086,0.194,0.228,0.55,0.14300000000000002,2012,0,0,0,0.9512195121951219,True
7158,Aaron Brooks,HOU,28.0,182.88,73.028312,7.1,1.5,2.2,-10.7,0.014,0.077,0.181,0.555,0.19,2012,0,0,0,0.6463414634146342,True
7159,Zaza Pachulia,ATL,29.0,210.82,124.7378,5.9,6.5,1.5,0.7,0.139,0.215,0.145,0.534,0.107,2012,0,0,0,0.6341463414634146,False
7160,Pau Gasol,LAL,32.0,213.36,113.398,13.7,8.6,4.1,3.3,0.079,0.2,0.205,0.512,0.196,2012,0,0,4,0.5975609756097561,True
7162,Patrick Patterson,SAC,24.0,205.74,106.59412,10.4,4.7,1.1,1.0,0.07400000000000001,0.14400000000000002,0.175,0.5660000000000001,0.07,2012,0,0,0,0.8658536585365854,True
7163,Patrick Beverley,HOU,24.0,185.42,83.91452,5.6,2.7,2.9,7.4,0.07,0.104,0.154,0.551,0.262,2012,0,0,0,0.5,True
7165,PJ Tucker,PHX,28.0,198.12,101.604608,6.4,4.4,1.4,-4.8,0.077,0.131,0.127,0.525,0.085,2012,0,0,0,0.9634146341463414,True
7168,Omer Asik,HOU,26.0,213.36,115.66596,10.1,11.7,0.9,5.9,0.13,0.303,0.16399999999999998,0.5579999999999999,0.046,2012,0,0,0,1.0,True
7169,O.J. Mayo,DAL,25.0,193.04,95.25431999999999,15.3,3.5,4.4,-2.0,0.014,0.095,0.209,0.556,0.191,2012,0,0,0,1.0,True
7172,Nikola Vucevic,ORL,22.0,213.36,108.86208,13.1,11.9,1.9,-8.1,0.12,0.287,0.194,0.534,0.093,2012,0,0,0,0.9390243902439024,False
7173,Nikola Pekovic,MIN,27.0,210.82,131.54168,16.3,8.8,0.9,-1.9,0.131,0.188,0.223,0.5720000000000001,0.048,2012,0,0,0,0.7560975609756098,True
7174,Zach Randolph,MEM,31.0,205.74,117.93392,15.4,11.2,1.4,4.6,0.13699999999999998,0.256,0.23,0.506,0.073,2012,1,0,1,0.926829268292683,True
7176,Wilson Chandler,DEN,26.0,203.2,102.0582,13.0,5.1,1.3,9.3,0.049,0.173,0.228,0.556,0.08199999999999999,2012,0,0,0,0.524390243902439,True
7178,Tyler Zeller,CLE,23.0,213.36,113.398,7.9,5.7,1.2,-8.0,0.086,0.162,0.159,0.486,0.075,2012,0,0,0,0.9390243902439024,False
7179,Tyreke Evans,SAC,23.0,198.12,99.79024,15.2,4.4,3.5,-5.7,0.031,0.13699999999999998,0.224,0.5579999999999999,0.19,2012,0,0,0,0.7926829268292683,True
7182,Tyson Chandler,NYK,30.0,215.9,108.86208,10.4,10.7,0.9,6.4,0.139,0.244,0.128,0.6709999999999999,0.044,2012,1,0,0,0.8048780487804879,False
7185,Nicolas Batum,POR,24.0,203.2,90.7184,14.3,5.6,4.9,-2.5,0.04,0.13,0.182,0.5660000000000001,0.199,2012,0,0,0,0.8902439024390244,True
7188,Wayne Ellington,CLE,25.0,193.04,90.7184,7.9,2.1,1.3,-0.3,0.017,0.1,0.168,0.546,0.1,2012,0,0,0,0.9512195121951219,False
7189,Wesley Johnson,PHX,25.0,200.66,97.52228,8.0,2.5,0.7,-11.8,0.024,0.12,0.21,0.485,0.061,2012,0,0,0,0.6097560975609756,True
7190,Wesley Matthews,POR,26.0,195.58,99.79024,14.8,2.8,2.5,-2.2,0.017,0.077,0.191,0.574,0.115,2012,0,0,0,0.8414634146341463,True
7192,Will Bynum,DET,30.0,182.88,83.91452,9.8,1.5,3.6,-6.6,0.026,0.068,0.267,0.532,0.341,2012,0,0,0,0.7926829268292683,False
7194,Vince Carter,DAL,36.0,198.12,99.79024,13.4,4.1,2.4,4.7,0.032,0.142,0.228,0.5710000000000001,0.14800000000000002,2012,0,0,8,0.9878048780487805,True
7195,Nick Young,PHI,28.0,200.66,95.25431999999999,10.6,2.2,1.4,-5.2,0.019,0.085,0.21,0.525,0.099,2012,0,0,0,0.7195121951219512,False
7196,Nick Collison,OKC,32.0,208.28,115.66596,5.1,4.1,1.5,12.3,0.097,0.149,0.114,0.624,0.112,2012,0,0,0,0.9878048780487805,False
7197,Nene,WAS,30.0,210.82,113.398,12.6,6.7,2.9,3.0,0.069,0.204,0.235,0.5379999999999999,0.184,2012,0,0,0,0.7439024390243902,False
7199,Matt Barnes,LAC,33.0,200.66,102.511792,10.3,4.6,1.5,6.8,0.065,0.14,0.18,0.5660000000000001,0.095,2012,0,0,0,0.975609756097561,True
7200,Marvin Williams,UTA,27.0,205.74,111.13004,7.2,3.6,1.1,-3.3,0.036000000000000004,0.138,0.154,0.515,0.07200000000000001,2012,0,0,0,0.8902439024390244,True
7201,Martell Webster,WAS,26.0,200.66,104.32616,11.4,3.9,1.9,-1.3,0.027000000000000003,0.123,0.16899999999999998,0.601,0.105,2012,0,0,0,0.926829268292683,False
7202,Marreese Speights,CLE,25.0,208.28,115.66596,8.3,4.9,0.6,-4.4,0.126,0.228,0.257,0.498,0.067,2012,0,0,0,0.9634146341463414,False
7206,Markieff Morris,PHX,23.0,208.28,111.13004,8.2,4.8,1.3,-10.1,0.081,0.174,0.198,0.473,0.095,2012,0,0,0,1.0,True
7207,Marcus Thornton,SAC,26.0,193.04,92.98636,12.7,2.5,1.3,-9.3,0.032,0.093,0.232,0.552,0.092,2012,0,0,0,0.8780487804878049,True
7208,Marcus Morris,PHX,23.0,205.74,106.59412,7.7,3.6,0.8,-4.2,0.059,0.146,0.188,0.516,0.068,2012,0,0,0,0.9390243902439024,True
7210,Marco Belinelli,CHI,27.0,195.58,88.45044,9.6,1.9,2.0,-1.6,0.008,0.077,0.189,0.513,0.132,2012,0,0,0,0.8902439024390244,False
7211,Marcin Gortat,PHX,29.0,210.82,108.86208,11.1,8.5,1.2,-6.2,0.077,0.243,0.174,0.5429999999999999,0.063,2012,0,0,0,0.7439024390243902,True
7212,Marc Gasol,MEM,28.0,215.9,120.20188,14.1,7.8,4.0,7.5,0.078,0.19,0.194,0.5589999999999999,0.19,2012,0,1,1,0.975609756097561,True
7214,Mario Chalmers,MIA,27.0,187.96,86.18248,8.6,2.2,3.5,14.6,0.012,0.086,0.16,0.5760000000000001,0.183,2012,0,0,0,0.9390243902439024,False
7216,Maurice Harkless,ORL,20.0,203.2,95.25431999999999,8.2,4.4,0.7,-11.9,0.068,0.121,0.159,0.504,0.04,2012,0,0,0,0.926829268292683,False
7219,Nate Robinson,CHI,29.0,175.26,81.64656,13.1,2.2,4.4,0.0,0.015,0.08800000000000001,0.25,0.54,0.312,2012,0,0,0,1.0,False
7221,Monta Ellis,MIL,27.0,190.5,83.91452,19.2,3.9,6.0,-0.4,0.015,0.098,0.261,0.493,0.262,2012,0,0,0,1.0,False
7222,Mo Williams,UTA,30.0,185.42,88.45044,12.9,2.4,6.2,-2.6,0.019,0.07200000000000001,0.225,0.519,0.324,2012,0,0,1,0.5609756097560976,True
7225,Metta World Peace,LAL,33.0,200.66,117.93392,12.4,5.0,1.5,4.9,0.046,0.115,0.17600000000000002,0.517,0.067,2012,0,0,1,0.9146341463414634,True
7227,Mike James,DAL,38.0,187.96,85.275296,6.1,1.6,3.1,3.0,0.012,0.08,0.184,0.481,0.236,2012,0,0,0,0.5487804878048781,True
7228,Mike Dunleavy,MIL,32.0,205.74,104.32616,10.5,3.9,1.9,1.0,0.017,0.146,0.173,0.5770000000000001,0.114,2012,0,0,0,0.9146341463414634,False
7229,Mike Conley,MEM,25.0,185.42,83.91452,14.6,2.8,6.1,9.0,0.018000000000000002,0.079,0.209,0.5489999999999999,0.287,2012,0,0,0,0.975609756097561,True
7232,Michael Kidd-Gilchrist,CHA,19.0,200.66,105.233344,9.0,5.8,1.5,-8.2,0.07200000000000001,0.188,0.179,0.506,0.096,2012,0,0,0,0.9512195121951219,False
7233,Michael Beasley,PHX,24.0,208.28,106.59412,10.1,3.8,1.5,-11.5,0.038,0.17,0.276,0.462,0.125,2012,0,0,0,0.9146341463414634,True
7235,Manu Ginobili,SAS,35.0,198.12,92.98636,11.8,3.4,4.6,7.8,0.026,0.134,0.244,0.56,0.308,2012,0,0,2,0.7317073170731707,True
7236,Tyler Hansbrough,IND,27.0,205.74,113.398,7.0,4.6,0.4,-0.6,0.128,0.171,0.203,0.527,0.05,2012,0,0,0,0.9878048780487805,False
7238,Rodney Stuckey,DET,27.0,195.58,92.98636,11.5,2.8,3.6,-7.4,0.022,0.094,0.21,0.505,0.208,2012,0,0,0,0.926829268292683,False
7244,Roy Hibbert,IND,26.0,218.44,127.00576,11.9,8.3,1.4,9.2,0.149,0.16899999999999998,0.225,0.489,0.083,2012,0,1,1,0.9634146341463414,False
7246,Rudy Gay,TOR,26.0,203.2,104.32616,18.2,6.1,2.7,3.1,0.044,0.162,0.269,0.494,0.134,2012,0,0,0,0.9146341463414634,False
7247,Russell Westbrook,OKC,24.0,190.5,84.821704,23.2,5.2,7.4,12.3,0.048,0.116,0.324,0.532,0.3720000000000001,2012,1,1,2,1.0,False
7248,Ryan Anderson,NOH,25.0,208.28,108.86208,16.2,6.4,1.2,-6.6,0.08800000000000001,0.16,0.241,0.5479999999999999,0.071,2012,0,0,0,0.9878048780487805,False
7252,Samuel Dalembert,MIL,33.0,210.82,113.398,6.7,5.9,0.4,-7.8,0.139,0.266,0.183,0.565,0.044,2012,0,0,0,0.573170731707317,False
7253,Robin Lopez,NOH,25.0,213.36,115.66596,11.3,5.6,0.8,-4.2,0.124,0.131,0.199,0.573,0.051,2012,0,0,0,1.0,False
7255,Ricky Rubio,MIN,22.0,193.04,81.64656,10.7,4.0,7.3,-2.9,0.029,0.134,0.213,0.482,0.391,2012,0,0,0,0.6951219512195121,True
7258,Quentin Richardson,NYK,33.0,198.12,103.418976,5.0,10.0,1.0,-14.8,0.125,0.156,0.2,0.21,0.056,2012,0,0,0,0.012195121951219513,False
7262,Rajon Rondo,BOS,27.0,185.42,84.368112,13.7,5.6,11.1,-1.3,0.036000000000000004,0.139,0.215,0.516,0.49,2012,1,1,3,0.4634146341463415,False
7263,Ramon Sessions,CHA,27.0,190.5,86.18248,14.4,2.8,3.8,-12.3,0.018000000000000002,0.101,0.252,0.529,0.266,2012,0,0,0,0.7439024390243902,False
7265,Randy Foye,UTA,29.0,193.04,96.615096,10.8,1.5,2.0,-2.8,0.009000000000000001,0.058,0.185,0.55,0.116,2012,0,0,0,1.0,True
7266,Rasheed Wallace,NYK,38.0,210.82,104.32616,7.0,4.0,0.3,3.7,0.042,0.27,0.268,0.484,0.039,2012,0,0,4,0.25609756097560976,False
7267,Ray Allen,MIA,37.0,195.58,92.98636,10.9,2.7,1.7,5.5,0.025,0.105,0.193,0.599,0.107,2012,0,0,10,0.9634146341463414,False
7268,Raymond Felton,NYK,29.0,185.42,92.98636,13.9,2.9,5.5,5.9,0.025,0.075,0.219,0.505,0.26,2012,0,0,0,0.8292682926829268,False
7269,Reggie Evans,BKN,33.0,203.2,111.13004,4.5,11.1,0.5,4.4,0.159,0.39,0.111,0.506,0.032,2012,0,0,0,0.975609756097561,False
7272,Richard Hamilton,CHI,35.0,200.66,87.543256,9.8,1.7,2.4,-2.2,0.016,0.071,0.248,0.481,0.191,2012,0,0,3,0.6097560975609756,False
7276,Serge Ibaka,OKC,23.0,208.28,106.59412,13.2,7.7,0.5,11.2,0.111,0.16399999999999998,0.18,0.612,0.028,2012,0,0,0,0.975609756097561,False
7277,Thaddeus Young,PHI,25.0,203.2,106.59412,14.8,7.5,1.6,-0.2,0.077,0.17,0.199,0.541,0.078,2012,0,0,0,0.926829268292683,False
7279,Tiago Splitter,SAS,28.0,210.82,108.86208,10.3,6.4,1.6,10.3,0.09,0.201,0.183,0.609,0.099,2012,0,0,0,0.9878048780487805,True
7280,Tim Duncan,SAS,37.0,210.82,115.66596,17.8,9.9,2.7,10.5,0.075,0.287,0.279,0.5539999999999999,0.151,2012,1,0,13,0.8414634146341463,True
7283,Tobias Harris,ORL,20.0,203.2,102.511792,11.0,5.2,1.3,-7.8,0.06,0.188,0.218,0.527,0.087,2012,0,0,0,0.6707317073170732,False
7284,Thabo Sefolosha,OKC,29.0,200.66,97.52228,7.6,3.9,1.5,12.5,0.032,0.121,0.114,0.617,0.08,2012,0,0,0,0.9878048780487805,False
7285,Toney Douglas,SAC,27.0,187.96,83.91452,7.5,1.9,2.1,3.1,0.03,0.093,0.197,0.531,0.17600000000000002,2012,0,0,0,0.8658536585365854,True
7286,Tony Parker,SAS,31.0,187.96,83.91452,20.3,3.0,7.6,10.7,0.01,0.091,0.28,0.588,0.396,2012,1,1,4,0.8048780487804879,True
7290,Trevor Ariza,WAS,28.0,203.2,95.25431999999999,9.5,4.8,2.0,-0.4,0.033,0.16699999999999998,0.17800000000000002,0.5379999999999999,0.132,2012,0,0,0,0.6829268292682927,False
7291,Trevor Booker,WAS,25.0,203.2,108.86208,5.3,5.0,0.8,-9.3,0.12,0.181,0.145,0.509,0.079,2012,0,0,0,0.5853658536585366,False
7292,Tristan Thompson,CLE,22.0,205.74,102.965384,11.7,9.4,1.3,-5.7,0.131,0.218,0.183,0.516,0.069,2012,0,0,0,1.0,False
7293,Tony Allen,MEM,31.0,193.04,96.615096,8.9,4.6,1.2,6.8,0.067,0.139,0.179,0.489,0.076,2012,0,0,0,0.9634146341463414,True
7294,Ty Lawson,DEN,25.0,180.34,88.45044,16.7,2.7,6.9,4.4,0.016,0.071,0.22,0.5489999999999999,0.295,2012,0,0,0,0.8902439024390244,True
7298,Shannon Brown,PHX,27.0,193.04,95.25431999999999,10.5,2.5,1.8,-8.1,0.035,0.09,0.225,0.493,0.127,2012,0,0,0,0.7195121951219512,True
7299,Shaun Livingston,CLE,27.0,200.66,79.3786,6.3,2.4,3.3,-4.1,0.024,0.104,0.145,0.536,0.229,2012,0,0,0,0.8048780487804879,False
7301,Shawn Marion,DAL,35.0,200.66,103.418976,12.1,7.8,2.4,-3.1,0.08199999999999999,0.203,0.189,0.5529999999999999,0.129,2012,0,0,4,0.8170731707317073,True
7305,Spencer Hawes,PHI,25.0,215.9,111.13004,11.0,7.2,2.2,-3.6,0.085,0.214,0.207,0.514,0.134,2012,0,0,0,1.0,False
7306,Stephen Jackson,SAS,35.0,203.2,99.79024,6.2,2.8,1.5,4.4,0.025,0.138,0.188,0.473,0.11,2012,0,0,0,0.6707317073170732,True
7307,Steve Blake,LAL,33.0,190.5,78.017824,7.3,2.9,3.8,2.1,0.02,0.101,0.133,0.573,0.227,2012,0,0,0,0.5487804878048781,True
7308,Steve Nash,LAL,39.0,190.5,80.73937600000002,12.7,2.8,6.7,1.4,0.018000000000000002,0.077,0.177,0.605,0.31,2012,0,1,8,0.6097560975609756,True
7310,Taj Gibson,CHI,28.0,205.74,102.0582,8.0,5.3,0.9,4.8,0.1,0.17800000000000002,0.182,0.518,0.071,2012,0,0,0,0.7926829268292683,False
7311,Tayshaun Prince,MEM,33.0,205.74,97.52228,10.4,4.4,2.4,2.3,0.032,0.127,0.172,0.486,0.122,2012,0,0,0,1.0,True
7313,Stephen Curry,GSW,25.0,190.5,83.91452,22.9,4.0,6.9,2.4,0.022,0.092,0.261,0.589,0.298,2012,0,0,0,0.9512195121951219,True
7317,George Hill,IND,27.0,187.96,86.18248,14.2,3.7,4.7,8.7,0.02,0.099,0.188,0.5579999999999999,0.22,2012,0,0,0,0.926829268292683,False
7318,Gerald Green,IND,27.0,203.2,95.25431999999999,7.0,2.4,0.8,0.4,0.031,0.107,0.212,0.465,0.087,2012,0,0,0,0.7317073170731707,False
7319,Gerald Henderson,CHA,25.0,195.58,97.52228,15.5,3.7,2.6,-10.7,0.029,0.109,0.235,0.531,0.152,2012,0,0,0,0.8292682926829268,False
7320,Gerald Wallace,BKN,30.0,200.66,99.79024,7.7,4.6,2.6,3.0,0.04,0.139,0.14400000000000002,0.49,0.131,2012,0,0,1,0.8414634146341463,False
7321,Glen Davis,ORL,27.0,205.74,131.088088,15.1,7.2,2.1,-1.8,0.059,0.201,0.26,0.483,0.115,2012,0,0,0,0.4146341463414634,False
7322,Goran Dragic,PHX,27.0,190.5,86.18248,14.7,3.1,7.4,-6.0,0.026,0.081,0.21600000000000005,0.54,0.344,2012,0,0,0,0.9390243902439024,True
7323,Gordon Hayward,UTA,23.0,203.2,95.25431999999999,14.1,3.1,3.0,1.8,0.028,0.098,0.217,0.564,0.163,2012,0,0,0,0.8780487804878049,True
7325,Greg Monroe,DET,23.0,210.82,113.398,16.0,9.6,3.5,-5.5,0.099,0.237,0.248,0.527,0.189,2012,0,0,0,0.9878048780487805,False
7326,Greg Smith,HOU,22.0,208.28,113.398,6.0,4.6,0.4,5.4,0.115,0.209,0.147,0.636,0.036000000000000004,2012,0,0,0,0.8536585365853658,True
7328,Greivis Vasquez,NOH,26.0,198.12,95.707912,13.9,4.3,9.0,-4.3,0.019,0.132,0.229,0.502,0.4320000000000001,2012,0,0,0,0.9512195121951219,False
7330,Hakim Warrick,CHA,30.0,205.74,99.336648,6.9,3.2,0.9,-14.2,0.048,0.159,0.21600000000000005,0.476,0.091,2012,0,0,0,0.34146341463414637,False
7332,Gary Neal,SAS,28.0,193.04,95.25431999999999,9.5,2.1,1.9,4.0,0.011,0.096,0.21600000000000005,0.512,0.13699999999999998,2012,0,0,0,0.8292682926829268,True
7336,Joe Johnson,BKN,32.0,200.66,108.86208,16.3,3.0,3.5,4.4,0.024,0.07400000000000001,0.219,0.521,0.163,2012,0,1,6,0.8780487804878049,False
7337,Jodie Meeks,LAL,25.0,193.04,94.347136,7.9,2.2,0.9,2.5,0.025,0.085,0.16699999999999998,0.54,0.066,2012,0,0,0,0.9512195121951219,True
7338,Joakim Noah,CHI,28.0,210.82,105.233344,11.9,11.1,4.0,1.2,0.124,0.218,0.172,0.534,0.17600000000000002,2012,1,0,0,0.8048780487804879,False
7339,Jimmy Butler,CHI,23.0,200.66,99.79024,8.6,4.0,1.4,1.9,0.073,0.105,0.147,0.574,0.08800000000000001,2012,0,0,0,1.0,False
7341,Jerryd Bayless,MEM,24.0,190.5,90.7184,8.7,2.2,3.3,0.0,0.014,0.106,0.208,0.514,0.254,2012,0,0,0,0.975609756097561,True
7343,Harrison Barnes,GSW,21.0,203.2,95.25431999999999,9.2,4.1,1.2,2.0,0.029,0.14400000000000002,0.17600000000000002,0.526,0.07200000000000001,2012,0,0,0,0.9878048780487805,True
7344,Jermaine O'Neal,PHX,34.0,210.82,115.66596,8.3,5.3,0.8,-6.8,0.093,0.229,0.221,0.5379999999999999,0.07400000000000001,2012,0,0,6,0.6707317073170732,True
7345,Jeremy Pargo,PHI,27.0,187.96,99.336648,6.8,1.3,2.4,-10.4,0.013,0.077,0.228,0.478,0.254,2012,0,0,0,0.47560975609756095,False
7346,Jeremy Lin,HOU,24.0,190.5,90.7184,13.4,3.0,6.1,2.4,0.014,0.091,0.208,0.5379999999999999,0.29,2012,0,0,0,1.0,True
7350,Evan Turner,PHI,24.0,200.66,99.79024,13.3,6.3,4.3,-3.5,0.022,0.183,0.213,0.478,0.192,2012,0,0,0,1.0,False
7358,Jared Dudley,PHX,27.0,200.66,102.0582,10.9,3.1,2.6,-4.2,0.04,0.08800000000000001,0.173,0.5820000000000001,0.147,2012,0,0,0,0.9634146341463414,True
7360,Jared Sullinger,BOS,21.0,205.74,117.93392,6.0,5.9,0.8,3.7,0.125,0.225,0.149,0.534,0.062,2012,0,0,0,0.5487804878048781,False
7361,Jarrett Jack,GSW,29.0,190.5,89.357624,12.9,3.1,5.6,2.2,0.01,0.1,0.211,0.542,0.3,2012,0,0,0,0.9634146341463414,True
7365,Jason Maxiell,DET,30.0,200.66,117.93392,6.9,5.7,0.8,-6.1,0.086,0.177,0.156,0.478,0.049,2012,0,0,0,0.8780487804878049,False
7366,Jason Richardson,PHI,32.0,198.12,102.0582,10.5,3.8,1.5,0.3,0.022,0.14,0.187,0.495,0.081,2012,0,0,0,0.4024390243902439,False
7367,Jason Smith,NOH,27.0,213.36,108.86208,8.2,3.6,0.7,-3.8,0.08800000000000001,0.16399999999999998,0.24,0.544,0.07200000000000001,2012,0,0,0,0.6219512195121951,False
7368,Jason Terry,BOS,35.0,187.96,81.64656,10.1,2.0,2.5,0.3,0.011,0.077,0.179,0.5660000000000001,0.152,2012,0,0,0,0.9634146341463414,False
7369,Jason Thompson,SAC,26.0,210.82,113.398,10.9,6.7,1.0,-5.2,0.085,0.199,0.184,0.5329999999999999,0.059,2012,0,0,0,1.0,True
7372,Jason Kidd,NYK,40.0,193.04,95.25431999999999,6.0,4.3,3.3,5.5,0.027000000000000003,0.161,0.115,0.532,0.17800000000000002,2012,0,0,10,0.926829268292683,False
7377,Iman Shumpert,NYK,23.0,195.58,99.79024,6.8,3.0,1.7,0.3,0.035,0.125,0.159,0.516,0.12,2012,0,0,0,0.5487804878048781,False
7378,Isaiah Thomas,SAC,24.0,175.26,83.91452,13.9,2.0,4.0,-4.1,0.015,0.07400000000000001,0.228,0.574,0.243,2012,0,0,0,0.9634146341463414,True
7380,Ivan Johnson,ATL,29.0,203.2,115.66596,6.6,3.9,0.7,-0.8,0.084,0.209,0.214,0.546,0.079,2012,0,0,0,0.8414634146341463,False
7381,J.J. Barea,MIN,29.0,182.88,79.3786,11.3,2.8,4.0,-2.0,0.021,0.119,0.25,0.51,0.301,2012,0,0,0,0.9024390243902439,True
7382,JJ Hickson,POR,24.0,205.74,109.76926399999999,12.7,10.4,1.1,-5.3,0.131,0.28,0.199,0.591,0.065,2012,0,0,0,0.975609756097561,True
7384,JJ Redick,MIL,29.0,193.04,86.18248,14.1,2.2,3.8,-2.0,0.008,0.073,0.208,0.5710000000000001,0.193,2012,0,0,0,0.9512195121951219,False
7385,JaVale McGee,DEN,25.0,213.36,114.305184,9.1,4.8,0.3,3.5,0.129,0.166,0.211,0.589,0.027000000000000003,2012,0,0,0,0.9634146341463414,True
7388,Jamal Crawford,LAC,33.0,195.58,90.7184,16.5,1.7,2.5,7.4,0.012,0.054000000000000006,0.257,0.5579999999999999,0.14800000000000002,2012,0,0,0,0.926829268292683,True
7389,Jameer Nelson,ORL,31.0,182.88,86.18248,14.7,3.7,7.4,-4.9,0.013,0.107,0.226,0.498,0.326,2012,0,0,1,0.6829268292682927,False
7391,James Harden,HOU,23.0,195.58,99.79024,25.9,4.9,5.8,2.7,0.024,0.119,0.289,0.6,0.257,2012,1,0,0,0.9512195121951219,True
7392,JR Smith,NYK,27.0,198.12,99.79024,18.1,5.3,2.7,5.9,0.027000000000000003,0.162,0.264,0.522,0.147,2012,0,0,0,0.975609756097561,False
7396,LaMarcus Aldridge,POR,27.0,210.82,108.86208,21.1,9.1,2.6,-1.4,0.07200000000000001,0.209,0.265,0.53,0.125,2012,1,1,1,0.9024390243902439,True
7397,Kyrie Irving,CLE,21.0,190.5,86.636072,22.5,3.7,5.9,-5.1,0.018000000000000002,0.106,0.298,0.5529999999999999,0.315,2012,1,0,0,0.7195121951219512,False
7398,Kyle Singler,DET,25.0,203.2,104.32616,8.8,4.0,0.9,-4.5,0.054000000000000006,0.113,0.158,0.517,0.053,2012,0,0,0,1.0,False
7400,Kyle Lowry,TOR,27.0,182.88,92.98636,11.6,4.7,6.4,0.3,0.033,0.153,0.199,0.5429999999999999,0.336,2012,0,0,0,0.8292682926829268,False
7401,Kyle Korver,ATL,32.0,200.66,96.161504,10.9,4.0,2.0,4.4,0.012,0.13,0.145,0.637,0.094,2012,0,0,0,0.9024390243902439,False
7403,Lamar Odom,LAC,33.0,208.28,104.32616,4.0,5.9,1.7,9.5,0.086,0.252,0.132,0.429,0.128,2012,0,0,0,1.0,True
7405,Kris Humphries,BKN,28.0,205.74,106.59412,5.8,5.6,0.5,-3.7,0.125,0.235,0.16399999999999998,0.515,0.043,2012,0,0,0,0.7926829268292683,False
7406,Kosta Koufos,DEN,24.0,213.36,120.20188,8.0,6.9,0.4,8.0,0.131,0.214,0.145,0.585,0.026,2012,0,0,0,0.9878048780487805,True
7407,Kobe Bryant,LAL,34.0,198.12,92.98636,27.3,5.6,6.0,2.7,0.025,0.131,0.317,0.57,0.28600000000000003,2012,1,1,14,0.9512195121951219,True
7408,Klay Thompson,GSW,23.0,200.66,92.98636,16.6,3.7,2.2,1.8,0.012,0.099,0.218,0.5329999999999999,0.099,2012,0,0,0,1.0,True
7409,Kirk Hinrich,CHI,32.0,193.04,86.18248,7.7,2.6,5.2,3.2,0.011,0.091,0.147,0.493,0.267,2012,0,0,0,0.7317073170731707,False
7414,Lance Stephenson,IND,22.0,195.58,103.418976,8.8,3.9,2.9,8.8,0.024,0.126,0.151,0.53,0.15,2012,0,0,0,0.9512195121951219,False
7416,Luol Deng,CHI,28.0,205.74,99.79024,16.5,6.3,3.0,-0.2,0.063,0.125,0.213,0.508,0.131,2012,1,1,1,0.9146341463414634,False
7419,Luke Ridnour,MIN,32.0,187.96,79.3786,11.5,2.5,3.8,-3.5,0.019,0.079,0.182,0.532,0.211,2012,0,0,0,1.0,True
7421,Luis Scola,PHX,33.0,205.74,111.13004,12.8,6.6,2.2,-6.3,0.08,0.206,0.23,0.516,0.14,2012,0,0,0,1.0,True
7422,Luc Mbah a Moute,MIL,26.0,203.2,104.32616,6.7,4.4,0.9,-0.4,0.069,0.138,0.16699999999999998,0.447,0.063,2012,0,0,0,0.7073170731707317,False
7424,Lou Williams,ATL,26.0,185.42,79.3786,14.1,2.1,3.6,0.0,0.008,0.07400000000000001,0.236,0.555,0.218,2012,0,0,0,0.47560975609756095,False
